first_name,middle_initial,last_name,age,gender,zip,education,2017_gross_income_usd,employment_status
Susie,J,Xing,76,F,10183,postgrad,160923,retired
Susie,B,Xing,75,F,10018,some college,174308,retired
Natalia,T,Fernandez,55,F,10019,college,134252,restaurant and hospitality
Alice,B,Suarez,39,F,10130,college,60573,unemployed
Mark,V,Xing,41,M,10194,college,101299,restaurant and hospitality
Susie,U,Stevens,97,F,10021,postgrad,144305,retired
John,J,Suarez,48,M,10133,high school,171419,transportation
Maria,U,Alberts,26,F,10115,some college,87905,transportation
Hong,O,Suarez,85,F,10047,postgrad,185008,retired
Alice,B,Suarez,46,F,10024,high school,104869,unemployed
Michael,J,Fernandez,78,M,10128,postgrad,141137,retired
Mark,Q,Fernandez,91,M,10003,college,86224,retired
Xiaohan,P,Mellis,81,M,10057,college,209650,retired
Susie,L,Roberts,25,F,10050,high school,170551,cleaning
Alice,T,Stevens,70,F,10149,some college,212808,retired
Maria,U,Michaels,95,F,10090,high school,142376,retired
Mark,G,Roberts,44,M,10131,postgrad,103346,industrial
John,C,Fernandez,39,M,10062,postgrad,104069,transportation
John,U,Michaels,25,M,10191,college,72759,cleaning
Susie,S,Suarez,54,F,10145,some college,88492,cleaning
Xiaohan,S,Alberts,68,M,10043,postgrad,141992,retired
Maria,Y,Fernandez,63,F,10184,below high school,73727,transportation
John,Y,Suarez,35,M,10182,high school,132903,restaurant and hospitality
Maria,V,Suarez,77,F,10113,below high school,190873,retired
Hong,R,Alberts,48,F,10188,high school,178343,food preparation
Alice,E,Suarez,51,F,10052,below high school,230432,education
Hong,L,Suarez,24,F,10083,below high school,232413,management
John,U,Mellis,75,M,10083,below high school,117510,retired
Maria,U,Stevens,89,F,10132,college,131605,retired
Maria,T,Xing,63,F,10095,college,69030,unemployed
Xiaohan,R,Kim,46,M,10148,some college,181637,education
Maria,U,Mellis,43,F,10118,high school,74677,unemployed
Hong,J,Suarez,38,F,10041,postgrad,56723,restaurant and hospitality
Michael,C,Xing,77,M,10095,high school,211723,retired
Juan,T,Kim,76,M,10089,some college,135787,retired
Alice,G,Kim,55,F,10084,some college,193975,accounting
John,E,Stevens,95,M,10111,postgrad,206915,retired
Mark,K,Xing,48,M,10043,postgrad,155600,transportation
Alice,N,Stevens,25,F,10048,college,109950,restaurant and hospitality
Mary,X,Alberts,59,F,10089,some college,137832,food preparation
Natalia,K,Alberts,62,F,10039,below high school,64322,fitness/sports
Hong,Z,Stevens,65,F,10160,college,61566,transportation
Hong,B,Fernandez,34,F,10108,college,74553,engineering
Abel,O,Alberts,22,M,10158,college,97692,education
Hong,U,Mellis,21,F,10002,below high school,215575,accounting
Maria,R,Roberts,60,F,10003,below high school,180781,other
Alice,G,Suarez,25,F,10066,below high school,76453,other
Alice,H,Fernandez,84,F,10010,high school,135612,retired
Alice,O,Xing,86,F,10160,below high school,167299,retired
Maria,U,Roberts,92,F,10179,high school,146646,retired
Alice,A,Alberts,35,F,10197,below high school,159331,engineering
Juan,S,Roberts,90,M,10078,postgrad,185290,retired
Michael,P,Mellis,38,M,10119,some college,130297,industrial
Natalia,H,Michaels,64,F,10174,some college,111185,unemployed
Susie,R,Suarez,73,F,10118,below high school,174860,retired
Mary,H,Kim,43,F,10034,postgrad,189268,food preparation
Susie,A,Suarez,38,F,10199,college,132465,food preparation
Alice,L,Fernandez,32,F,10139,high school,154253,restaurant and hospitality
John,C,Alberts,84,M,10014,some college,187178,retired
Hong,P,Fernandez,90,F,10012,postgrad,59033,retired
Natalia,S,Fernandez,57,F,10093,college,144094,cleaning
Xiaohan,U,Roberts,53,M,10104,high school,155986,cleaning
Susie,Y,Kim,87,F,10062,postgrad,148857,retired
Alice,V,Kim,92,F,10128,college,154910,retired
Michael,D,Michaels,49,M,10130,below high school,108811,cleaning
Xiaohan,K,Fernandez,66,M,10038,below high school,235198,retired
John,Y,Alberts,41,M,10076,postgrad,79165,cleaning
Mary,K,Mellis,38,F,10029,postgrad,221764,other services
Susie,A,Alberts,54,F,10194,high school,123637,engineering
John,K,Xing,41,M,10093,high school,137911,transportation
Natalia,J,Roberts,89,F,10188,high school,85970,retired
Mary,M,Stevens,29,F,10088,postgrad,241933,fitness/sports
Juan,Y,Roberts,92,M,10185,below high school,132725,retired
Mark,B,Stevens,53,M,10122,high school,138496,cleaning
Mary,L,Alberts,92,F,10086,high school,131047,retired
Susie,Y,Xing,26,F,10126,college,197501,education
Juan,P,Mellis,38,M,10085,high school,83766,other
Natalia,U,Suarez,27,F,10188,college,134252,other
Xiaohan,F,Suarez,66,M,10163,high school,207689,retired
Juan,R,Stevens,82,M,10095,postgrad,248702,retired
Abel,W,Alberts,71,M,10079,high school,218793,retired
Mary,V,Alberts,40,F,10003,college,114657,other
Mark,O,Suarez,48,M,10066,postgrad,235453,food preparation
Natalia,U,Kim,45,F,10158,below high school,129131,education
Maria,Y,Michaels,36,F,10102,high school,126777,transportation
Susie,K,Fernandez,78,F,10137,high school,239490,retired
Alice,D,Xing,76,F,10073,some college,64155,retired
John,W,Michaels,58,M,10164,some college,172436,accounting
Abel,C,Mellis,41,M,10070,postgrad,126152,accounting
Michael,Y,Mellis,41,M,10092,college,117370,transportation
Michael,T,Michaels,45,M,10031,below high school,93160,restaurant and hospitality
Abel,A,Roberts,33,M,10171,college,76363,restaurant and hospitality
Mary,R,Roberts,64,F,10173,postgrad,63585,fitness/sports
Michael,O,Stevens,66,M,10074,high school,136729,retired
Abel,P,Fernandez,37,M,10128,postgrad,144836,other
Xiaohan,Q,Mellis,21,M,10111,high school,181281,food preparation
Mark,U,Mellis,68,M,10079,college,157078,retired
Natalia,O,Roberts,49,F,10186,some college,97040,fitness/sports
Michael,S,Alberts,47,M,10156,some college,112766,unemployed
Juan,P,Xing,49,M,10014,college,97075,management
Xiaohan,N,Xing,66,M,10009,college,226521,retired
Mark,A,Kim,96,M,10040,postgrad,225376,retired
John,E,Michaels,23,M,10062,college,245370,management
Xiaohan,R,Xing,96,M,10162,high school,227410,retired
Xiaohan,S,Xing,88,M,10190,high school,177325,retired
Alice,T,Mellis,33,F,10098,some college,153673,industrial
Hong,U,Roberts,21,F,10012,college,111699,other services
Juan,Y,Xing,30,M,10144,postgrad,67484,other services
Mark,Z,Suarez,24,M,10172,postgrad,124335,restaurant and hospitality
Mark,Q,Alberts,24,M,10199,below high school,127316,food preparation
Michael,V,Kim,21,M,10095,college,91339,unemployed
Abel,A,Alberts,29,M,10073,some college,182610,food preparation
John,L,Suarez,51,M,10190,some college,139022,management
Natalia,N,Alberts,54,F,10136,high school,217237,food preparation
Susie,G,Mellis,21,F,10196,college,145455,unemployed
Susie,D,Suarez,80,F,10160,below high school,234319,retired
Mark,W,Michaels,58,M,10088,college,107090,food preparation
Hong,U,Michaels,37,F,10101,below high school,116470,restaurant and hospitality
Mark,Z,Kim,69,M,10109,some college,179853,retired
Juan,B,Kim,72,M,10166,high school,215471,retired
Juan,G,Suarez,57,M,10199,postgrad,141695,cleaning
Juan,Q,Mellis,47,M,10118,some college,218435,engineering
Abel,T,Kim,62,M,10124,postgrad,176548,unemployed
Xiaohan,N,Kim,31,M,10034,some college,88751,industrial
Hong,K,Alberts,42,F,10102,postgrad,132352,other services
Mark,K,Alberts,51,M,10109,high school,230961,food preparation
Abel,X,Michaels,54,M,10023,high school,126138,cleaning
Michael,P,Suarez,41,M,10069,below high school,121263,transportation
Mary,Y,Alberts,51,F,10100,high school,66750,other
Xiaohan,D,Xing,76,M,10049,postgrad,176641,retired
Natalia,P,Fernandez,50,F,10156,below high school,88888,cleaning
Mark,F,Kim,69,M,10108,below high school,210530,retired
Abel,Z,Roberts,63,M,10187,college,52711,cleaning
Maria,K,Fernandez,85,F,10133,postgrad,125863,retired
Mark,M,Xing,32,M,10188,college,167439,unemployed
Abel,P,Roberts,83,M,10195,below high school,141829,retired
Alice,U,Xing,73,F,10154,college,199042,retired
Mary,I,Stevens,50,F,10019,college,80366,management
Natalia,B,Fernandez,91,F,10093,college,83886,retired
Maria,G,Stevens,42,F,10176,below high school,116683,unemployed
Mark,B,Alberts,42,M,10060,below high school,121366,food preparation
Abel,V,Alberts,78,M,10187,postgrad,231093,retired
Alice,Y,Stevens,44,F,10110,college,111798,cleaning
Susie,J,Mellis,52,F,10133,college,85200,food preparation
Abel,T,Roberts,61,M,10108,college,76687,other services
Alice,Z,Xing,81,F,10188,college,217366,retired
Abel,N,Xing,73,M,10182,high school,219709,retired
John,C,Xing,35,M,10053,below high school,204402,fitness/sports
Alice,V,Roberts,70,F,10089,postgrad,166256,retired
Abel,G,Roberts,84,M,10178,high school,139856,retired
Mark,O,Kim,66,M,10127,postgrad,118141,retired
Maria,B,Michaels,83,F,10159,college,103131,retired
Juan,W,Stevens,78,M,10021,college,240544,retired
Mary,L,Fernandez,66,F,10163,high school,101964,retired
Maria,F,Stevens,54,F,10137,high school,238139,other
Susie,M,Michaels,42,F,10005,college,99200,transportation
Maria,G,Mellis,93,F,10145,college,182322,retired
Alice,M,Xing,96,F,10018,high school,178693,retired
Hong,Y,Fernandez,27,F,10165,below high school,58591,food preparation
Mark,Q,Fernandez,56,M,10126,below high school,144513,unemployed
Michael,J,Fernandez,96,M,10075,postgrad,126136,retired
Abel,P,Stevens,80,M,10185,some college,89939,retired
Hong,A,Stevens,65,F,10043,high school,147287,transportation
Hong,D,Michaels,74,F,10186,high school,226800,retired
Hong,H,Xing,51,F,10109,postgrad,177631,transportation
Hong,Z,Stevens,61,F,10167,high school,192820,other services
Alice,S,Kim,80,F,10073,high school,172055,retired
Mark,U,Kim,82,M,10125,high school,237076,retired
Michael,Y,Mellis,43,M,10033,below high school,88696,education
Juan,I,Michaels,86,M,10197,college,208618,retired
Abel,B,Alberts,68,M,10055,college,72060,retired
Hong,H,Stevens,34,F,10089,some college,183049,engineering
Susie,D,Stevens,65,F,10111,high school,188711,fitness/sports
Mark,N,Stevens,38,M,10084,postgrad,122390,industrial
Xiaohan,H,Xing,36,M,10006,below high school,129229,education
Natalia,M,Roberts,67,F,10144,below high school,147269,retired
Maria,D,Michaels,30,F,10096,high school,200592,other
Hong,G,Roberts,67,F,10001,some college,213527,retired
Mary,P,Roberts,92,F,10176,high school,108522,retired
Xiaohan,A,Michaels,36,M,10081,some college,82447,industrial
Natalia,W,Kim,32,F,10101,college,109456,management
Hong,F,Xing,45,F,10165,below high school,138296,education
Hong,Y,Fernandez,60,F,10194,postgrad,190099,industrial
Michael,H,Suarez,86,M,10061,below high school,177020,retired
Susie,K,Michaels,62,F,10036,below high school,147062,restaurant and hospitality
Hong,T,Stevens,24,F,10156,below high school,237492,management
Mark,U,Roberts,84,M,10083,postgrad,179527,retired
Abel,Y,Michaels,60,M,10169,college,72639,cleaning
Maria,L,Fernandez,73,F,10041,college,171448,retired
Mary,E,Suarez,34,F,10184,below high school,65390,fitness/sports
Abel,N,Stevens,67,M,10189,high school,204979,retired
Abel,O,Alberts,86,M,10148,below high school,122066,retired
John,L,Mellis,94,M,10200,postgrad,235286,retired
Mark,U,Mellis,63,M,10095,below high school,178730,transportation
Susie,S,Alberts,25,F,10013,some college,223255,other services
Maria,A,Michaels,76,F,10198,some college,139916,retired
Alice,X,Roberts,59,F,10162,postgrad,148543,fitness/sports
John,A,Michaels,44,M,10102,high school,91377,industrial
Juan,Y,Kim,51,M,10023,postgrad,70035,fitness/sports
Natalia,W,Xing,95,F,10185,high school,155931,retired
Abel,C,Michaels,47,M,10074,college,71379,food preparation
Maria,X,Suarez,65,F,10179,high school,162387,other services
Abel,T,Fernandez,62,M,10146,below high school,85066,transportation
Hong,J,Fernandez,70,F,10046,some college,67714,retired
John,R,Alberts,78,M,10098,high school,241543,retired
Alice,E,Stevens,28,F,10154,below high school,137118,other
John,G,Xing,54,M,10183,college,122162,transportation
Natalia,X,Michaels,66,F,10147,postgrad,212638,retired
Alice,W,Xing,32,F,10086,some college,85238,transportation
Hong,Q,Michaels,40,F,10008,below high school,136003,other
Hong,M,Fernandez,62,F,10187,below high school,135572,other services
Natalia,D,Mellis,22,F,10182,college,211748,food preparation
Hong,K,Mellis,21,F,10034,below high school,64900,cleaning
Alice,F,Suarez,37,F,10103,college,189696,fitness/sports
Michael,Q,Kim,28,M,10066,postgrad,245203,engineering
Hong,V,Mellis,83,F,10057,postgrad,77894,retired
Juan,P,Stevens,31,M,10174,college,168035,fitness/sports
Susie,B,Roberts,42,F,10089,below high school,154332,education
Susie,Q,Xing,50,F,10025,below high school,131529,management
Mark,M,Michaels,78,M,10031,below high school,235784,retired
Juan,S,Kim,32,M,10129,some college,138946,other
Natalia,L,Suarez,60,F,10005,postgrad,76113,cleaning
Maria,S,Stevens,94,F,10124,college,239660,retired
Abel,P,Suarez,47,M,10102,some college,144723,fitness/sports
Susie,C,Kim,38,F,10200,college,129446,food preparation
Hong,H,Xing,90,F,10011,below high school,121056,retired
Hong,V,Suarez,68,F,10136,postgrad,126705,retired
John,D,Suarez,44,M,10107,college,193428,industrial
Alice,N,Xing,24,F,10143,postgrad,70612,accounting
Abel,D,Kim,94,M,10089,high school,108136,retired
Mary,J,Kim,88,F,10026,some college,151084,retired
Susie,P,Alberts,77,F,10053,some college,78593,retired
Alice,I,Alberts,26,F,10095,high school,93138,restaurant and hospitality
Susie,F,Roberts,40,F,10007,college,135365,engineering
Abel,I,Alberts,46,M,10159,below high school,69533,education
Susie,A,Alberts,72,F,10180,high school,101213,retired
Mary,Z,Alberts,24,F,10156,high school,109488,engineering
Mark,M,Fernandez,36,M,10186,college,71725,cleaning
Abel,O,Mellis,85,M,10048,some college,183268,retired
Mark,C,Alberts,92,M,10180,high school,234355,retired
Mary,X,Mellis,55,F,10060,below high school,170771,unemployed
Natalia,Q,Mellis,50,F,10064,postgrad,54898,unemployed
Hong,N,Alberts,44,F,10109,high school,144604,fitness/sports
John,Q,Michaels,51,M,10129,college,87513,education
Juan,U,Roberts,75,M,10070,some college,240192,retired
Natalia,A,Fernandez,89,F,10186,high school,71750,retired
Xiaohan,A,Alberts,34,M,10015,some college,113107,restaurant and hospitality
Natalia,J,Xing,38,F,10006,high school,109317,engineering
Alice,B,Kim,23,F,10018,postgrad,129947,restaurant and hospitality
Maria,M,Xing,38,F,10195,postgrad,226993,education
Alice,X,Kim,66,F,10152,college,75766,retired
Juan,T,Suarez,72,M,10159,some college,226069,retired
Maria,F,Michaels,80,F,10101,postgrad,167274,retired
Susie,N,Fernandez,86,F,10054,some college,107117,retired
Xiaohan,R,Mellis,25,M,10114,below high school,147237,accounting
Maria,Q,Suarez,85,F,10026,college,240081,retired
Michael,Z,Fernandez,32,M,10113,high school,160014,other
Mary,B,Suarez,34,F,10171,postgrad,114848,unemployed
Juan,I,Xing,74,M,10021,college,230608,retired
Susie,B,Fernandez,52,F,10007,some college,174660,transportation
Abel,E,Roberts,55,M,10080,college,239469,management
Hong,S,Mellis,39,F,10181,below high school,114520,fitness/sports
Susie,W,Mellis,46,F,10112,postgrad,157253,industrial
Mary,Q,Alberts,71,F,10049,below high school,198520,retired
John,G,Suarez,88,M,10182,high school,206095,retired
Alice,V,Alberts,80,F,10024,college,82903,retired
Xiaohan,V,Kim,82,M,10083,some college,183206,retired
Abel,C,Kim,27,M,10013,high school,52891,unemployed
Susie,I,Alberts,36,F,10004,postgrad,77230,management
Hong,F,Xing,93,F,10024,some college,227049,retired
Natalia,I,Kim,88,F,10026,some college,213255,retired
Maria,S,Mellis,81,F,10042,postgrad,160151,retired
Alice,N,Mellis,63,F,10159,high school,82743,other
John,D,Stevens,73,M,10038,college,200959,retired
John,P,Kim,31,M,10008,below high school,124726,accounting
John,N,Kim,39,M,10071,below high school,193877,management
Hong,W,Kim,64,F,10069,below high school,203017,industrial
Juan,B,Xing,79,M,10134,some college,154224,retired
Natalia,X,Stevens,87,F,10070,high school,152471,retired
Alice,H,Kim,31,F,10008,postgrad,60750,industrial
Mark,B,Michaels,46,M,10093,high school,113910,food preparation
Natalia,I,Suarez,72,F,10193,postgrad,187282,retired
Alice,K,Kim,84,F,10032,high school,208841,retired
Alice,F,Stevens,34,F,10074,some college,175736,transportation
Abel,Y,Alberts,23,M,10097,below high school,184084,fitness/sports
John,Y,Suarez,53,M,10067,college,118787,restaurant and hospitality
Abel,O,Kim,92,M,10006,postgrad,220751,retired
Abel,B,Roberts,59,M,10152,postgrad,227911,accounting
Susie,L,Stevens,62,F,10167,postgrad,133145,unemployed
Mark,F,Michaels,60,M,10131,some college,106821,other services
Susie,U,Stevens,91,F,10143,some college,193357,retired
Hong,W,Roberts,28,F,10040,some college,95855,unemployed
Xiaohan,X,Suarez,24,M,10064,some college,214092,fitness/sports
Susie,L,Mellis,71,F,10138,high school,69458,retired
Xiaohan,Y,Suarez,36,M,10122,some college,129914,other
Xiaohan,J,Roberts,25,M,10122,high school,246098,education
Mary,K,Michaels,25,F,10153,some college,159109,restaurant and hospitality
Juan,D,Stevens,42,M,10172,some college,243010,industrial
Juan,V,Fernandez,49,M,10044,college,75967,cleaning
Natalia,P,Suarez,40,F,10092,some college,168473,other
Juan,E,Kim,88,M,10121,some college,222709,retired
Xiaohan,E,Stevens,41,M,10087,below high school,159428,cleaning
Mary,G,Xing,42,F,10009,postgrad,63713,unemployed
Susie,V,Stevens,45,F,10138,high school,115670,education
John,U,Alberts,31,M,10160,below high school,157907,unemployed
Mark,F,Mellis,82,M,10170,college,173934,retired
John,S,Fernandez,86,M,10085,below high school,213104,retired
Susie,O,Suarez,69,F,10085,college,112598,retired
Hong,S,Mellis,85,F,10063,some college,169800,retired
Xiaohan,V,Kim,52,M,10060,some college,126655,cleaning
Susie,D,Stevens,79,F,10132,some college,185335,retired
Mary,D,Roberts,54,F,10199,high school,192152,management
